,crit_violations,non_crit_violations,earliest_inspection,latest_inspection,second_latest_inspection,zipcode,boro,cuisine,address,num_inspections,crit_violations_recent_inspect,non_crit_violations_recent_inspect,crit_violations_train,non_crit_violations_train,num_inspections_train,average_crit_v_train,average_non_crit_v_train,time_since_last_inspection,time_since_first_inspection,crit_v_2plus
41206006,3.0,7.0,2014-02-19,2017-02-13,2016-02-13,11434,QUEENS,Chicken,13104 MERRICK BOULEVARD,4,2,2,1.0,5.0,3,0.3333333333333333,1.6666666666666667,366,1090,1
41206436,22.0,13.0,2014-07-15,2017-02-02,2017-01-09,10462,BRONX,American,2197 WHITE PLAINS ROAD,12,2,3,20.0,10.0,11,1.8181818181818181,0.9090909090909091,24,933,1
41206524,28.0,15.0,2013-06-18,2016-06-16,2015-11-24,11238,BROOKLYN,American,318 LAFAYETTE AVENUE,13,1,1,27.0,14.0,12,2.25,1.1666666666666667,205,1094,0
41206556,6.0,5.0,2014-05-27,2017-03-29,2015-11-19,10017,MANHATTAN,American,6 EAST   43 STREET,5,1,1,5.0,4.0,4,1.25,1.0,496,1037,0
41206790,1.0,3.0,2014-02-18,2016-02-12,2015-01-29,11232,BROOKLYN,Bakery,3916 9 AVENUE,3,1,1,0.0,2.0,2,0.0,1.0,379,724,0
41206802,13.0,11.0,2013-10-08,2016-10-05,2016-09-06,10458,BRONX,Bakery,2349 ARTHUR AVE,7,1,1,12.0,10.0,6,2.0,1.6666666666666667,29,1093,0
41206905,11.0,10.0,2013-10-31,2016-10-11,2015-09-23,11209,BROOKLYN,Pizza,9058 FORT HAMILTON PARKWAY,7,2,2,9.0,8.0,6,1.5,1.3333333333333333,384,1076,1
41206985,4.0,2.0,2013-11-20,2016-05-16,2015-05-13,10314,STATEN ISLAND,Donuts,2795 RICHMOND AVENUE,5,1,1,3.0,1.0,4,0.75,0.25,369,908,0
41207137,16.0,9.0,2014-01-27,2016-11-29,2016-10-19,11105,QUEENS,Greek,2602 23 AVENUE,9,1,3,15.0,6.0,8,1.875,0.75,41,1037,0
41207173,8.0,7.0,2014-01-15,2016-08-17,2015-07-23,10012,MANHATTAN,American,62 PRINCE STREET,5,2,1,6.0,6.0,4,1.5,1.5,391,945,1
41207574,13.0,5.0,2014-05-27,2017-02-15,2016-06-21,10028,MANHATTAN,Italian,354 EAST   84 STREET,6,1,2,12.0,3.0,5,2.4,0.6,239,995,0
41207580,22.0,12.0,2013-02-12,2016-02-10,2015-06-18,11372,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8421 NORTHERN BOULEVARD,11,1,2,21.0,10.0,10,2.1,1.0,237,1093,0
41207784,2.0,4.0,2013-02-26,2016-02-25,2015-02-25,11235,BROOKLYN,Café/Coffee/Tea,2001 ORIENTAL BOULEVARD,4,1,1,1.0,3.0,3,0.3333333333333333,1.0,365,1094,0
41207822,3.0,3.0,2013-11-27,2016-11-03,2015-10-26,11412,QUEENS,Chicken,18903 LINDEN BOULEVARD,4,1,1,2.0,2.0,3,0.6666666666666666,0.6666666666666666,374,1072,0
41207835,12.0,5.0,2014-02-11,2016-09-27,2016-08-29,11235,BROOKLYN,American,2001 ORIENTAL BOULEVARD,6,1,1,11.0,4.0,5,2.2,0.8,29,959,0
41208011,18.0,9.0,2013-12-05,2016-07-20,2015-11-12,11364,QUEENS,Donuts,21522 73 AVENUE,8,2,1,16.0,8.0,7,2.2857142857142856,1.1428571428571428,251,958,1
41208080,4.0,3.0,2014-01-31,2016-09-09,2015-07-01,10019,MANHATTAN,Sandwiches,250 WEST   54 STREET,5,1,1,3.0,2.0,4,0.75,0.5,436,952,0
41208219,4.0,4.0,2013-06-07,2016-05-11,2015-05-20,10314,STATEN ISLAND,Donuts,995 MANOR ROAD,4,1,2,3.0,2.0,3,1.0,0.6666666666666666,357,1069,0
41208221,3.0,6.0,2013-10-23,2016-09-06,2015-09-16,10306,STATEN ISLAND,Donuts,2704 HYLAN BOULEVARD,4,1,2,2.0,4.0,3,0.6666666666666666,1.3333333333333333,356,1049,0
41208272,7.0,7.0,2014-05-06,2017-03-13,2016-08-03,10014,MANHATTAN,Japanese,24 8 AVENUE,5,4,1,3.0,6.0,4,0.75,1.5,222,1042,1
41208965,13.0,8.0,2014-09-24,2017-03-24,2016-07-28,11223,BROOKLYN,Middle Eastern,2340 CONEY ISLAND AVENUE,7,3,4,10.0,4.0,6,1.6666666666666667,0.6666666666666666,239,912,1
41209002,16.0,12.0,2013-12-18,2016-12-13,2016-11-03,11361,QUEENS,Italian,21315 35 AVENUE,9,2,2,14.0,10.0,8,1.75,1.25,40,1091,1
41209159,3.0,2.0,2013-11-27,2016-08-30,2014-12-05,10009,MANHATTAN,Japanese,199 EAST    3 STREET,3,1,1,2.0,1.0,2,1.0,0.5,634,1007,0
41209603,10.0,9.0,2014-12-05,2017-02-25,2017-02-15,10462,BRONX,Chinese,1358 WHITE PLAINS ROAD,7,1,3,9.0,6.0,6,1.5,1.0,10,813,0
41209713,4.0,5.0,2014-04-30,2017-03-28,2017-02-25,11375,QUEENS,Asian,1 STATION SQUARE,5,1,2,3.0,3.0,4,0.75,0.75,31,1063,0
41209902,2.0,5.0,2014-01-13,2016-11-28,2015-11-27,10010,MANHATTAN,Café/Coffee/Tea,4 WEST   21 STREET,4,1,1,1.0,4.0,3,0.3333333333333333,1.3333333333333333,367,1050,0
41209948,8.0,7.0,2014-01-16,2016-05-01,2015-06-30,11217,BROOKLYN,American,76 4 AVENUE,5,1,1,7.0,6.0,4,1.75,1.5,306,836,0
41209994,29.0,14.0,2014-04-24,2017-03-23,2017-01-17,10308,STATEN ISLAND,Pizza,694 ARTHUR KILL ROAD,10,4,1,25.0,13.0,9,2.7777777777777777,1.4444444444444444,65,1064,1
41210102,3.0,4.0,2013-05-01,2016-04-12,2015-04-21,11357,QUEENS,Pizza/Italian,1527 149 STREET,4,1,1,2.0,3.0,3,0.6666666666666666,1.0,357,1077,0
41210127,15.0,9.0,2014-02-11,2016-07-11,2016-02-01,10004,MANHATTAN,American,85 PEARL STREET,9,2,2,13.0,7.0,8,1.625,0.875,161,881,1
41210181,14.0,9.0,2014-05-01,2016-12-22,2016-06-23,11433,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",17716 LIBERTY AVENUE,11,1,2,13.0,7.0,10,1.3,0.7,182,966,0
41210339,10.0,8.0,2013-06-05,2016-04-14,2014-07-26,10314,STATEN ISLAND,American,380 CHELSEA ROAD,6,1,2,9.0,6.0,5,1.8,1.2,628,1044,0
41210485,17.0,13.0,2014-03-29,2016-11-10,2016-10-13,10065,MANHATTAN,French,22 EAST   66 STREET,9,1,1,16.0,12.0,8,2.0,1.5,28,957,0
41210614,11.0,7.0,2014-05-03,2016-05-25,2015-05-14,10014,MANHATTAN,Indian,118 CHRISTOPHER STREET,6,1,2,10.0,5.0,5,2.0,1.0,377,753,0
41210703,9.0,2.0,2014-03-19,2016-03-23,2015-03-03,10302,STATEN ISLAND,Mexican,150 PORT RICHMOND AVE,6,2,2,7.0,0.0,5,1.4,0.0,386,735,1
41210712,5.0,3.0,2013-08-12,2016-07-26,2015-07-20,11222,BROOKLYN,Café/Coffee/Tea,643 MANHATTAN AVENUE,4,1,1,4.0,2.0,3,1.3333333333333333,0.6666666666666666,372,1079,0
41210953,20.0,11.0,2013-12-17,2016-06-20,2015-12-07,10462,BRONX,Mexican,2103 STARLING AVE,8,1,4,19.0,7.0,7,2.7142857142857144,1.0,196,916,0
41211246,15.0,13.0,2014-08-12,2017-03-24,2016-09-19,10003,MANHATTAN,American,206 3 AVENUE,11,1,1,14.0,12.0,10,1.4,1.2,186,955,0
41211257,20.0,13.0,2013-11-04,2016-10-28,2016-09-20,10451,BRONX,Spanish,276 EAST 149 STREET,10,1,3,19.0,10.0,9,2.111111111111111,1.1111111111111112,38,1089,0
41211538,17.0,12.0,2013-12-27,2016-10-26,2016-05-17,10014,MANHATTAN,American,28 LITTLE WEST   12 STREET,8,1,2,16.0,10.0,7,2.2857142857142856,1.4285714285714286,162,1034,0
41211622,7.0,4.0,2014-08-25,2017-03-03,2016-09-01,10025,MANHATTAN,Hamburgers,2726 BROADWAY,5,2,1,5.0,3.0,4,1.25,0.75,183,921,1
41212059,15.0,13.0,2013-09-23,2016-05-24,2015-09-01,11230,BROOKLYN,Jewish/Kosher,1391 CONEY ISLAND AVENUE,9,1,2,14.0,11.0,8,1.75,1.375,266,974,0
41212149,8.0,8.0,2013-08-28,2016-05-07,2015-05-19,10009,MANHATTAN,Japanese,94 EAST    7 STREET,6,1,1,7.0,7.0,5,1.4,1.4,354,983,0
41212364,11.0,11.0,2014-04-22,2017-01-06,2016-11-28,10004,MANHATTAN,American,81 PEARL STREET,9,1,1,10.0,10.0,8,1.25,1.25,39,990,0
41212437,2.0,4.0,2014-02-28,2017-02-23,2016-02-20,11226,BROOKLYN,Caribbean,1617 CHURCH AVENUE,4,1,1,1.0,3.0,3,0.3333333333333333,1.0,369,1091,0
41212471,4.0,2.0,2013-09-03,2016-01-20,2014-11-13,10011,MANHATTAN,American,141 WEST   21 STREET,3,2,1,2.0,1.0,2,1.0,0.5,433,869,1
41212475,15.0,11.0,2013-10-02,2016-09-27,2016-09-13,10010,MANHATTAN,American,209 EAST   23 STREET,8,1,1,14.0,10.0,7,2.0,1.4285714285714286,14,1091,0
41212707,14.0,5.0,2014-03-24,2016-10-14,2016-09-13,10461,BRONX,Chinese,3227 WESTCHESTER AVENUE,7,2,1,12.0,4.0,6,2.0,0.6666666666666666,31,935,1
41212798,7.0,11.0,2014-01-27,2016-09-28,2016-09-02,10027,MANHATTAN,French,3111 BROADWAY,6,2,2,5.0,9.0,5,1.0,1.8,26,975,1
41212804,10.0,4.0,2013-11-01,2016-05-25,2015-05-13,10036,MANHATTAN,American,1515 BROADWAY,5,1,1,9.0,3.0,4,2.25,0.75,378,936,0
41212839,7.0,5.0,2014-07-17,2017-02-23,2015-12-23,10017,MANHATTAN,Mediterranean,303 MADISON AVENUE,5,2,1,5.0,4.0,4,1.25,1.0,428,952,1
41212919,2.0,5.0,2014-03-26,2016-04-04,2015-03-03,11357,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",14901 14 AVENUE,3,1,1,1.0,4.0,2,0.5,2.0,398,740,0
41213051,6.0,4.0,2014-05-29,2017-02-25,2016-06-15,11103,QUEENS,Greek,3401 30 AVENUE,5,2,1,4.0,3.0,4,1.0,0.75,255,1003,1
41213055,8.0,6.0,2014-01-31,2016-05-02,2015-04-02,10036,MANHATTAN,Irish,599 10 AVENUE,6,1,1,7.0,5.0,5,1.4,1.0,396,822,0
41213163,18.0,12.0,2014-09-22,2016-11-28,2016-06-21,10013,MANHATTAN,Italian,136 MULBERRY STREET,9,2,1,16.0,11.0,8,2.0,1.375,160,798,1
41213177,7.0,7.0,2013-08-22,2016-07-28,2015-07-07,11229,BROOKLYN,Pizza,1115 KINGS HIGHWAY,6,1,1,6.0,6.0,5,1.2,1.2,387,1071,0
41213323,4.0,4.0,2013-05-28,2016-04-11,2015-05-05,11219,BROOKLYN,American,4508 FORT HAMILTON PARKWAY,4,1,2,3.0,2.0,3,1.0,0.6666666666666666,342,1049,0
41213441,2.0,5.0,2014-09-19,2016-10-17,2015-10-13,10007,MANHATTAN,American,250 GREENWICH STREET,3,1,2,1.0,3.0,2,0.5,1.5,370,759,0
41213444,3.0,2.0,2014-05-09,2016-05-04,2015-04-21,10011,MANHATTAN,American,76 9 AVENUE,3,1,1,2.0,1.0,2,1.0,0.5,379,726,0
41214353,3.0,4.0,2013-05-22,2016-05-05,2015-05-06,10003,MANHATTAN,American,43 EAST    7 STREET,4,1,1,2.0,3.0,3,0.6666666666666666,1.0,365,1079,0
41214360,3.0,8.0,2013-08-07,2016-04-30,2015-02-18,10003,MANHATTAN,American,41 EAST    7 STREET,5,1,2,2.0,6.0,4,0.5,1.5,437,997,0
41214446,10.0,5.0,2014-08-15,2017-04-03,2016-09-16,10029,MANHATTAN,Hamburgers,1997 3 AVENUE,5,3,1,7.0,4.0,4,1.75,1.0,199,962,1
41214949,9.0,4.0,2014-05-24,2016-09-14,2015-12-11,10027,MANHATTAN,Japanese,2920 BROADWAY,6,1,1,8.0,3.0,5,1.6,0.6,278,844,0
41214960,11.0,8.0,2014-03-19,2017-03-08,2016-06-15,11217,BROOKLYN,American,71 LAFAYETTE AVENUE,8,1,2,10.0,6.0,7,1.4285714285714286,0.8571428571428571,266,1085,0
41214993,22.0,16.0,2014-10-07,2017-04-06,2017-03-06,11222,BROOKLYN,American,593 MEEKER AVE,12,2,2,20.0,14.0,11,1.8181818181818181,1.2727272727272727,31,912,1
41215164,5.0,5.0,2015-02-24,2017-03-15,2016-01-05,10003,MANHATTAN,American,43 EAST    7 STREET,4,2,3,3.0,2.0,3,1.0,0.6666666666666666,435,750,1
41215188,19.0,12.0,2013-12-19,2016-10-14,2015-10-05,11377,QUEENS,Mexican,4502 48 AVENUE,10,1,1,18.0,11.0,9,2.0,1.2222222222222223,375,1030,0
41215408,6.0,7.0,2014-05-10,2017-01-30,2015-12-04,11356,QUEENS,Pizza,2249 COLLEGE POINT BOULEVARD,5,1,1,5.0,6.0,4,1.25,1.5,423,996,0
41215420,3.0,9.0,2013-12-19,2016-05-18,2015-05-26,10468,BRONX,Chicken,119 WEST KINGSBRIDGE ROAD,5,1,2,2.0,7.0,4,0.5,1.75,358,881,0
41215422,13.0,9.0,2013-05-30,2016-03-02,2015-09-22,10454,BRONX,Tex-Mex,214 ST ANNS AVENUE,10,1,1,12.0,8.0,9,1.3333333333333333,0.8888888888888888,162,1007,0
41215423,2.0,2.0,2015-02-23,2017-03-30,2016-03-08,11201,BROOKLYN,Chicken,80 COURT STREET,3,1,1,1.0,1.0,2,0.5,0.5,387,766,0
41215525,6.0,4.0,2014-05-15,2016-11-02,2016-05-19,10019,MANHATTAN,American,10 COLUMBUS CIRCLE,5,1,1,5.0,3.0,4,1.25,0.75,167,902,0
41215734,21.0,11.0,2014-03-12,2016-09-19,2016-08-03,10022,MANHATTAN,Japanese,805 3 AVENUE,10,1,1,20.0,10.0,9,2.2222222222222223,1.1111111111111112,47,922,0
41215749,14.0,6.0,2013-04-09,2016-04-07,2015-05-29,10026,MANHATTAN,Bakery,121 ST NICHOLAS AVENUE,7,2,1,12.0,5.0,6,2.0,0.8333333333333334,314,1094,1
41215975,21.0,13.0,2013-05-22,2016-03-17,2015-09-14,11231,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",272 SMITH STREET,11,1,2,20.0,11.0,10,2.0,1.1,185,1030,0
41215992,12.0,13.0,2014-05-21,2017-02-15,2017-01-27,10458,BRONX,Hamburgers,2505 SOUTHERN BOULEVARD,9,1,2,11.0,11.0,8,1.375,1.375,19,1001,0
41215997,10.0,9.0,2014-01-31,2016-11-01,2016-10-07,10468,BRONX,Hamburgers,36 WEST FORDHAM ROAD,6,1,1,9.0,8.0,5,1.8,1.6,25,1005,0
41216130,18.0,8.0,2013-04-09,2016-03-29,2015-03-23,11354,QUEENS,Korean,2932 UNION STREET,9,1,2,17.0,6.0,8,2.125,0.75,372,1085,0
41216157,9.0,5.0,2014-01-21,2016-06-16,2016-06-03,10011,MANHATTAN,American,1 WEST   13 STREET,7,1,1,8.0,4.0,6,1.3333333333333333,0.6666666666666666,13,877,0
41216183,16.0,11.0,2014-01-21,2017-01-17,2016-12-30,10004,MANHATTAN,American,22 BEAVER STREET,11,1,1,15.0,10.0,10,1.5,1.0,18,1092,0
41216192,5.0,9.0,2014-05-27,2016-10-07,2016-05-02,10003,MANHATTAN,Café/Coffee/Tea,145 2 AVENUE,5,2,1,3.0,8.0,4,0.75,2.0,158,864,1
41216379,11.0,6.0,2014-06-04,2017-01-18,2016-11-22,10009,MANHATTAN,American,505 EAST    6 STREET,7,2,1,9.0,5.0,6,1.5,0.8333333333333334,57,959,1
41216519,7.0,5.0,2013-06-06,2016-03-18,2015-02-12,10018,MANHATTAN,Bakery,501 7 AVENUE,6,2,1,5.0,4.0,5,1.0,0.8,400,1016,1
41216675,15.0,5.0,2014-06-18,2016-07-12,2015-11-18,10467,BRONX,Delicatessen,3150 BAINBRIDGE AVENUE,9,1,1,14.0,4.0,8,1.75,0.5,237,755,0
41216685,7.0,4.0,2013-12-26,2016-08-18,2015-07-30,11249,BROOKLYN,American,90 SOUTH    4 STREET,5,1,1,6.0,3.0,4,1.5,0.75,385,966,0
41216820,3.0,5.0,2014-06-26,2017-02-27,2016-06-07,11237,BROOKLYN,Café/Coffee/Tea,30 WYCKOFF AVENUE,5,1,1,2.0,4.0,4,0.5,1.0,265,977,0
41216872,11.0,10.0,2013-11-30,2016-08-02,2016-02-02,11361,QUEENS,Irish,3931 BELL BOULEVARD,8,1,2,10.0,8.0,7,1.4285714285714286,1.1428571428571428,182,976,0
41216873,11.0,11.0,2015-02-04,2017-03-09,2016-08-23,10454,BRONX,Tex-Mex,237 WILLIS AVENUE,6,4,1,7.0,10.0,5,1.4,2.0,198,764,1
41217083,6.0,5.0,2014-05-23,2016-10-27,2015-10-15,10014,MANHATTAN,Café/Coffee/Tea,327 WEST   11 STREET,5,1,1,5.0,4.0,4,1.25,1.0,378,888,0
41217162,9.0,4.0,2014-06-03,2017-01-30,2016-07-13,11205,BROOKLYN,Indian,368 MYRTLE AVENUE,5,1,1,8.0,3.0,4,2.0,0.75,201,972,0
41217194,18.0,10.0,2014-08-14,2017-03-22,2016-02-01,11419,QUEENS,Chinese,12916 LIBERTY AVENUE,10,1,1,17.0,9.0,9,1.8888888888888888,1.0,415,951,0
41217325,12.0,13.0,2014-10-15,2017-03-25,2016-07-21,11368,QUEENS,Mexican,9606 ROOSEVELT AVENUE,9,3,2,9.0,11.0,8,1.125,1.375,247,892,1
41217329,5.0,7.0,2014-07-24,2017-03-09,2016-01-28,11234,BROOKLYN,Caribbean,5501 GLENWOOD ROAD,5,1,3,4.0,4.0,4,1.0,1.0,406,959,0
41217335,14.0,9.0,2014-01-13,2016-11-03,2016-02-29,10021,MANHATTAN,Mediterranean,1407 2 AVENUE,8,1,3,13.0,6.0,7,1.8571428571428572,0.8571428571428571,248,1025,0
41217475,3.0,7.0,2014-01-14,2016-05-31,2015-06-16,11238,BROOKLYN,American,355 FRANKLIN AVENUE,5,1,2,2.0,5.0,4,0.5,1.25,350,868,0
41217572,5.0,4.0,2014-12-01,2017-01-18,2016-12-30,10038,MANHATTAN,Café/Coffee/Tea,222 FRONT STREET,4,1,2,4.0,2.0,3,1.3333333333333333,0.6666666666666666,19,779,0
41217591,9.0,5.0,2015-03-11,2017-04-06,2016-07-26,10305,STATEN ISLAND,Italian,107 MCCLEAN AVENUE,5,2,2,7.0,3.0,4,1.75,0.75,254,757,1
41217606,15.0,14.0,2013-07-09,2016-03-31,2015-04-15,10458,BRONX,Hamburgers,372 EAST FORDHAM ROAD,8,2,1,13.0,13.0,7,1.8571428571428572,1.8571428571428572,351,996,1
41217679,14.0,6.0,2014-05-06,2017-01-11,2016-10-12,10012,MANHATTAN,American,118 MACDOUGAL STREET,7,1,1,13.0,5.0,6,2.1666666666666665,0.8333333333333334,91,981,0
41217775,10.0,6.0,2013-09-25,2016-09-15,2015-08-17,10002,MANHATTAN,Chinese,85 ELDRIDGE STREET,7,2,1,8.0,5.0,6,1.3333333333333333,0.8333333333333334,395,1086,1
41217779,13.0,10.0,2014-03-31,2017-03-09,2016-06-17,10012,MANHATTAN,Café/Coffee/Tea,6 WEST    4 STREET,8,2,1,11.0,9.0,7,1.5714285714285714,1.2857142857142858,265,1074,1
41217791,6.0,3.0,2014-08-13,2017-03-13,2016-02-04,10457,BRONX,Chinese,538 CLAREMONT PARKWAY,5,1,1,5.0,2.0,4,1.25,0.5,403,943,0
41217980,14.0,7.0,2014-02-25,2016-11-14,2015-10-28,10013,MANHATTAN,American,406 BROOME STREET,8,1,1,13.0,6.0,7,1.8571428571428572,0.8571428571428571,383,993,0
41217992,8.0,9.0,2013-11-27,2016-11-23,2015-11-18,11426,QUEENS,Chinese,24843 JERICHO TURNPIKE,6,1,2,7.0,7.0,5,1.4,1.4,371,1092,0
41218096,10.0,5.0,2014-03-17,2016-07-25,2015-08-18,10003,MANHATTAN,Mexican,864 BROADWAY,6,1,1,9.0,4.0,5,1.8,0.8,342,861,0
41218272,14.0,11.0,2013-06-19,2016-06-01,2015-11-30,11433,QUEENS,Sandwiches,16525 LIBERTY AVENUE,7,1,2,13.0,9.0,6,2.1666666666666665,1.5,184,1078,0
41218434,2.0,2.0,2014-10-31,2017-01-25,2015-11-10,10023,MANHATTAN,American,2067 BROADWAY,3,1,2,1.0,0.0,2,0.5,0.0,442,817,0
41218452,7.0,8.0,2014-10-11,2017-01-26,2015-12-14,11419,QUEENS,Caribbean,12615 LIBERTY AVENUE,6,1,1,6.0,7.0,5,1.2,1.4,409,838,0
41218543,21.0,10.0,2013-04-24,2016-03-08,2015-09-21,11370,QUEENS,Mediterranean,7561 31 AVENUE,11,1,1,20.0,9.0,10,2.0,0.9,169,1049,0
41218581,29.0,15.0,2013-12-11,2016-06-20,2015-11-05,11230,BROOKLYN,Delicatessen,1506 ELM AVENUE,11,2,1,27.0,14.0,10,2.7,1.4,228,922,1
41218916,15.0,15.0,2014-03-03,2017-02-17,2016-09-09,10019,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",23 WEST 56 STREET,10,1,1,14.0,14.0,9,1.5555555555555556,1.5555555555555556,161,1082,0
41218950,10.0,7.0,2013-11-12,2016-10-26,2016-05-31,10011,MANHATTAN,American,46 GREENWICH AVENUE,7,2,2,8.0,5.0,6,1.3333333333333333,0.8333333333333334,148,1079,1
41218954,10.0,7.0,2013-10-02,2016-07-14,2015-12-03,11208,BROOKLYN,Mexican,3428 FULTON STREET,8,1,2,9.0,5.0,7,1.2857142857142858,0.7142857142857143,224,1016,0
41219088,12.0,6.0,2014-03-29,2016-08-09,2016-06-07,10014,MANHATTAN,American,16 BANK STREET,7,1,1,11.0,5.0,6,1.8333333333333333,0.8333333333333334,63,864,0
41219092,14.0,9.0,2014-08-14,2017-02-21,2017-01-30,10016,MANHATTAN,Irish,7 EAST 36 STREET,7,1,2,13.0,7.0,6,2.1666666666666665,1.1666666666666667,22,922,0
41219099,4.0,3.0,2014-03-13,2016-10-26,2016-03-31,11367,QUEENS,American,7266 MAIN STREET,5,1,1,3.0,2.0,4,0.75,0.5,209,958,0
41219223,7.0,7.0,2014-02-27,2016-10-07,2016-05-29,11249,BROOKLYN,Japanese,77 NORTH    6 STREET,5,2,1,5.0,6.0,4,1.25,1.5,131,953,1
41219463,4.0,7.0,2013-09-10,2016-05-26,2015-10-26,11217,BROOKLYN,Bakery,448 ATLANTIC AVENUE,5,1,1,3.0,6.0,4,0.75,1.5,213,989,0
41219535,1.0,4.0,2014-12-24,2017-02-08,2016-01-05,10065,MANHATTAN,Sandwiches,1270 1 AVENUE,3,1,1,0.0,3.0,2,0.0,1.5,400,777,0
41219536,5.0,5.0,2014-05-01,2016-12-19,2015-10-15,10036,MANHATTAN,American,1500 BROADWAY,5,1,1,4.0,4.0,4,1.0,1.0,431,963,0
41219537,4.0,3.0,2013-08-05,2016-07-18,2015-07-10,10011,MANHATTAN,Soups & Sandwiches,124 7 AVENUE,4,1,1,3.0,2.0,3,1.0,0.6666666666666666,374,1078,0
41219569,7.0,6.0,2014-08-12,2017-01-10,2016-06-16,10038,MANHATTAN,Japanese,24 PECK SLIP,6,1,2,6.0,4.0,5,1.2,0.8,208,882,0
41219576,28.0,15.0,2014-09-11,2017-04-10,2016-09-29,11211,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",274 BROADWAY,11,5,2,23.0,13.0,10,2.3,1.3,193,942,1
41219793,10.0,10.0,2013-04-20,2016-02-10,2015-08-24,10033,MANHATTAN,American,589 FORT WASHINGTON AVENUE,8,1,2,9.0,8.0,7,1.2857142857142858,1.1428571428571428,170,1026,0
41220085,9.0,7.0,2014-02-12,2016-10-13,2016-09-06,11691,QUEENS,Chinese,1145 BEACH CHANNEL DRIVE,6,1,1,8.0,6.0,5,1.6,1.2,37,974,0
41220121,14.0,12.0,2014-04-28,2016-10-11,2016-04-21,11373,QUEENS,Bakery,9051 CORONA AVENUE,8,1,2,13.0,10.0,7,1.8571428571428572,1.4285714285714286,173,897,0
41220219,7.0,7.0,2013-11-19,2016-06-08,2015-11-17,10453,BRONX,Chinese,26 EAST  183 STREET,5,1,1,6.0,6.0,4,1.5,1.5,204,932,0
41220720,13.0,6.0,2014-06-18,2016-11-28,2016-07-21,10036,MANHATTAN,Japanese,347 WEST   46 STREET,7,2,1,11.0,5.0,6,1.8333333333333333,0.8333333333333334,130,894,1
41221138,10.0,7.0,2013-06-10,2016-05-19,2015-06-13,10009,MANHATTAN,American,14 AVENUE A,6,2,1,8.0,6.0,5,1.6,1.2,341,1074,1
41221154,5.0,11.0,2014-04-17,2017-02-21,2016-03-17,10023,MANHATTAN,Tapas,2020 BROADWAY,6,1,2,4.0,9.0,5,0.8,1.8,341,1041,0
41221190,15.0,8.0,2014-06-10,2017-01-06,2016-12-02,11372,QUEENS,Bakery,7611 ROOSEVELT AVENUE,12,1,1,14.0,7.0,11,1.2727272727272727,0.6363636363636364,35,941,0
41221266,7.0,2.0,2014-08-12,2017-02-28,2016-02-17,11373,QUEENS,Vietnamese/Cambodian/Malaysia,4010 74 STREET,5,1,1,6.0,1.0,4,1.5,0.25,377,931,0
41221268,4.0,2.0,2014-11-25,2017-01-06,2015-12-03,11385,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5940 MYRTLE AVENUE,3,1,1,3.0,1.0,2,1.5,0.5,400,773,0
41221373,14.0,8.0,2014-05-05,2017-01-05,2016-12-12,10065,MANHATTAN,Asian,792 LEXINGTON AVENUE,6,2,2,12.0,6.0,5,2.4,1.2,24,976,1
41221518,4.0,6.0,2013-03-07,2016-02-25,2015-03-05,10022,MANHATTAN,Mexican,825 3 AVENUE,4,1,2,3.0,4.0,3,1.0,1.3333333333333333,357,1085,0
41222128,11.0,9.0,2013-12-27,2016-10-28,2015-10-09,10451,BRONX,American,96 EAST  161 STREET,8,2,1,9.0,8.0,7,1.2857142857142858,1.1428571428571428,385,1036,1
41222198,4.0,6.0,2014-07-21,2017-03-30,2016-02-18,11233,BROOKLYN,Chinese,143 ROCKAWAY AVENUE,5,1,1,3.0,5.0,4,0.75,1.25,406,983,0
41222245,9.0,7.0,2015-02-06,2017-03-31,2016-02-02,10011,MANHATTAN,Café/Coffee/Tea,224 WEST   20 STREET,6,3,1,6.0,6.0,5,1.2,1.2,423,784,1
41222270,4.0,5.0,2013-12-05,2016-04-20,2015-06-02,10011,MANHATTAN,American,557 WEST   23 STREET,5,1,2,3.0,3.0,4,0.75,0.75,323,867,0
41222296,20.0,16.0,2014-05-05,2017-03-31,2016-07-06,11249,BROOKLYN,American,174 BEDFORD AVENUE,8,4,4,16.0,12.0,7,2.2857142857142856,1.7142857142857142,268,1061,1
41222434,23.0,14.0,2013-10-21,2016-08-25,2016-07-07,10036,MANHATTAN,Chinese,411 WEST   42 STREET,9,4,1,19.0,13.0,8,2.375,1.625,49,1039,1
41222450,21.0,15.0,2013-08-20,2016-07-22,2015-10-15,10022,MANHATTAN,Japanese,248 EAST   52 STREET,12,2,1,19.0,14.0,11,1.7272727272727273,1.2727272727272727,281,1067,1
41222453,9.0,5.0,2013-12-27,2016-12-12,2016-10-28,10001,MANHATTAN,Donuts,152 WEST   31 STREET,7,1,1,8.0,4.0,6,1.3333333333333333,0.6666666666666666,45,1081,0
